id,condition,response,response_clean,item,item_clean,SemDis_glove_c_m
57,creative,door stop,door stop,brick,brick,1.15782
57,creative,measuring device,measuring device,brick,brick,1.05463
57,creative,hammer,hammer,brick,brick,0.8950400000000001
57,creative,lever,lever,brick,brick,0.93844
57,creative,base,base,brick,brick,0.81902
57,creative,decoration,decoration,brick,brick,0.65896
57,creative,muse,muse,brick,brick,1.02454
57,creative,footrest,footrest,brick,brick,0.9923
57,creative,headrest,headrest,brick,brick,1.04076
57,creative,flower pot,flower pot,brick,brick,1.04468
58,creative,Paper weight,paper weight,brick,brick,1.11712
58,creative,Arts and crafts,arts and crafts,brick,brick,0.80951
58,creative,weapon,weapon,brick,brick,0.9628099999999999
58,creative,sports,sports,brick,brick,0.97188
58,creative,As a scraper,as a scraper,brick,brick,1.0857
58,creative,Door stop,door stop,brick,brick,1.15782
58,creative,Toy,toy,brick,brick,0.89408
58,creative,Cooking,cooking,brick,brick,0.83736
58,creative,To flatten objects,to flatten objects,brick,brick,1.21551
58,creative,Weights for working out,weights for working out,brick,brick,1.19299
58,creative,Imaginary pet,imaginary pet,brick,brick,1.07051
58,creative,Nail filer,nail filer,brick,brick,0.95624
58,creative,If sawed through use as telescope,if sawed through use as telescope,brick,brick,0.83217
58,creative,If sawed through use as whistle,if sawed through use as whistle,brick,brick,0.81176
59,creative,build a house,build a house,brick,brick,0.80052
59,creative,hit someone in the head with,hit someone in the head with,brick,brick,1.18204
59,creative,throw to break windows,throw to break windows,brick,brick,1.19042
59,creative,but under trailer tire to hold in place,but under trailer tire to hold in place,brick,brick,1.18811
59,creative,weigh something down,weigh something down,brick,brick,0.8474200000000001
59,creative,decorations around flower bed,decorations around flower bed,brick,brick,1.17302
59,creative,build structures,build structures,brick,brick,1.14116
59,creative,bust glass,bust glass,brick,brick,0.96621
59,creative,build steps,build steps,brick,brick,1.16595
59,creative,balance something,balance something,brick,brick,1.04278
59,creative,add extra weight to an object,add extra weight to an object,brick,brick,1.19108
59,creative,play catch with,play catch with,brick,brick,0.8046
59,creative,harm someone,harm someone,brick,brick,1.12459
59,creative,raise a bed off the floor,raise a bed off the floor,brick,brick,1.19159
59,creative,lift to get stronger,lift to get stronger,brick,brick,1.15985
59,creative,run with to make it harder,run with to make it harder,brick,brick,1.1863299999999999
59,creative,sit under tires of lawnmower to work on mower,sit under tires of lawnmower to work on mower,brick,brick,0.81409
59,creative,stand on to reach something,stand on to reach something,brick,brick,0.8072699999999999
59,creative,tape to bottom of shoes for stilts,tape to bottom of shoes for stilts,brick,brick,0.84074
59,creative,fill holes in dog lots,fill holes in dog lots,brick,brick,0.80793
59,creative,keep a door closed,keep a door closed,brick,brick,1.17592
59,creative,build decorative walls in yard,build decorative walls in yard,brick,brick,0.80886
59,creative,walk ways to front door,walk ways to front door,brick,brick,0.80636
59,creative,edge a pool  with,edge a pool with,brick,brick,1.18708
59,creative,throw rocks at to see who can break it,throw rocks at to see who can break it,brick,brick,0.80692
59,creative,build bike ramps wit under the ramp,build bike ramps wit under the ramp,brick,brick,1.19523
59,creative,around mailboxes,around mailboxes,brick,brick,1.0548
59,creative,sit on the back of portable basketball goal to keep from moving,sit on the back of portable basketball goal to keep from moving,brick,brick,1.19171
59,creative,build porch,build porch,brick,brick,1.10699
60,creative,To break a window,to break a window,brick,brick,1.18819
60,creative,To hold the wheels of a car from rolling,to hold the wheels of a car from rolling,brick,brick,0.80763
60,creative,As a paper weight,as a paper weight,brick,brick,1.14598
60,creative,To hold things in place,to hold things in place,brick,brick,0.80888
60,creative,To squash a bug,to squash a bug,brick,brick,1.17503
60,creative,to deliver a message to the bottom of the ocean,to deliver a message to the bottom of the ocean,brick,brick,1.19139
60,creative,use as a weight to exercise as therapy for an injured shoulder  arm  etc,use as a weight to exercise as therapy for an injured shoulder arm etc,brick,brick,1.19122
60,creative,to fill a hole,to fill a hole,brick,brick,1.18401
60,creative,to make a walkway,to make a walkway,brick,brick,1.1897199999999999
60,creative,to make a house,to make a house,brick,brick,1.18941
60,creative,as a memorial block  indicating who or what is buried under it,as a memorial block indicating who or what is buried under it,brick,brick,1.1917
60,creative,drill holes in it to make an instrument,drill holes in it to make an instrument,brick,brick,1.19302
60,creative,to put out a small fire,to put out a small fire,brick,brick,1.19278
60,creative,as a pointless wall ornament,as a pointless wall ornament,brick,brick,0.96482
60,creative,paint it to look like an eraser for a blackboard  and replace the real eraser with it to trick a teacher,paint it to look like an eraser for a blackboard and replace the real eraser with it to trick a teacher,brick,brick,1.02679
60,creative,strap to your shoes to make you taller and work your leg muscles,strap to your shoes to make you taller and work your leg muscles,brick,brick,0.82077
60,creative,put over a fire and use as a hot surface to cook something on,put over a fire and use as a hot surface to cook something on,brick,brick,1.19268
60,creative,throw it at a mouse to kill it,throw it at a mouse to kill it,brick,brick,1.19168
61,creative,A could be a paper weight It could be decorated with any kind of design to make the look cute to fit the house or office match,a could be a paper weight it could be decorated with any kind of design to make the look cute to fit the house or office match,brick,brick,0.80791
61,creative,A could be used for a weapon Every girl's purse feels like there are a ton of in there  so why not add a for protection,a could be used for a weapon every girls purse feels like there are a ton of in there so why not add a for protection,brick,brick,1.19174
61,creative,Someone could smash up and put the pieces into clay and make pretty pottery with it And smashing probably would be stress relieving So this is a twoforone,someone could smash up and put the pieces into clay and make pretty pottery with it and smashing probably would be stress relieving so this is a twoforone,brick,brick,0.80832
61,creative,Someone could paste pictures of their children  or whoever  and have the stand straight up on their tables or bookshelves,someone could paste pictures of their children or whoever and have the stand straight up on their tables or bookshelves,brick,brick,0.80792
61,creative,Decorating a could be a fun activity for children to do on a rainy day All you would need are fuzzy pipe cleaners  glue  googly eyes  construction paper  markers  etc,decorating a could be a fun activity for children to do on a rainy day all you would need are fuzzy pipe cleaners glue googly eyes construction paper markers etc,brick,brick,0.80842
61,creative,Someone could put a in the oven and after it is heated up  make eggs on it,someone could put a in the oven and after it is heated up make eggs on it,brick,brick,0.80787
61,creative,Door stop,door stop,brick,brick,1.15782
61,creative,Someone could drill holes in the top and put their toothbrushes in it,someone could drill holes in the top and put their toothbrushes in it,brick,brick,0.80856
62,creative,A pet,a pet,brick,brick,1.14861
62,creative,A mouse cave,a mouse cave,brick,brick,0.77014
62,creative,A bread impersonator,a bread impersonator,brick,brick,1.13529
62,creative,A shoe,a shoe,brick,brick,0.96083
62,creative,A bookend,a bookend,brick,brick,0.8301000000000001
62,creative,A dog bowl For a tiny   dog,a dog bowl for a tiny dog,brick,brick,0.8051
62,creative,A new way to play horseshoes,a new way to play horseshoes,brick,brick,1.17533
62,creative,A teething toy for babies,a teething toy for babies,brick,brick,1.18975
62,creative,a tank for barbie,a tank for barbie,brick,brick,1.13565
62,creative,parenting tool,parenting tool,brick,brick,1.00023
63,creative,you could use it as a weight  for like a slingshot thing,you could use it as a weight for like a slingshot thing,brick,brick,0.86344
63,creative,Since that chalk easy  could use it for paper,since that chalk easy could use it for paper,brick,brick,0.81504
63,creative,chip it to look like something,chip it to look like something,brick,brick,1.13951
63,creative,use it to keep a door open,use it to keep a door open,brick,brick,0.80845
63,creative,to block a hole or something,to block a hole or something,brick,brick,1.19107
63,creative,throw it,throw it,brick,brick,1.11124
63,creative,to hold something down  like paper,to hold something down like paper,brick,brick,1.17912
63,creative,to break things because its hard,to break things because its hard,brick,brick,1.18264
63,creative,to hide things because they are hollow,to hide things because they are hollow,brick,brick,0.8077300000000001
64,creative,paperweight,paperweight,brick,brick,0.88425
64,creative,doorstop,doorstop,brick,brick,0.89534
64,creative,a way to make a point,a way to make a point,brick,brick,1.19131
64,creative,the worst dog toy ever,the worst dog toy ever,brick,brick,0.80087
64,creative,a tool for dentistry,a tool for dentistry,brick,brick,0.8410299999999999
64,creative,find several and make a really uncomfortable bed,find several and make a really uncomfortable bed,brick,brick,1.19143
64,creative,if you paint it  you can make it look like you own a lot of books and are more intelligent than you actually are,if you paint it you can make it look like you own a lot of books and are more intelligent than you actually are,brick,brick,1.19235
64,creative,one step up from a pet rock,one step up from a pet rock,brick,brick,0.80686
64,creative,find two and smack them together to make an instrument,find two and smack them together to make an instrument,brick,brick,0.8092
64,creative,If you also have a pencil or pen  it can be a canvas,if you also have a pencil or pen it can be a canvas,brick,brick,0.80697
64,creative,The feet of one of those dolls high schoolers make in their bed to make it look like they're still home after they sneak out,the feet of one of those dolls high schoolers make in their bed to make it look like theyre still home after they sneak out,brick,brick,1.19168
64,creative,A way to make yourself taller,a way to make yourself taller,brick,brick,1.19097
64,creative,A way to alleviate stress if you also have a hammer,a way to alleviate stress if you also have a hammer,brick,brick,0.80759
64,creative,If you want to play a really mean joke on someone  you could call it a football and ask if they want to play catch,if you want to play a really mean joke on someone you could call it a football and ask if they want to play catch,brick,brick,0.80833
64,creative,A poor child's Barbie,a poor childs barbie,brick,brick,0.99159
64,creative,If you sculpt it a little  you can make an inconvenient pair of shoes,if you sculpt it a little you can make an inconvenient pair of shoes,brick,brick,0.8072900000000001
64,creative,The most worthless computer mouse ever,the most worthless computer mouse ever,brick,brick,1.19326
64,creative,You can heat them up a little  put them under your mattress and use it as a bed warmer,you can heat them up a little put them under your mattress and use it as a bed warmer,brick,brick,1.191
64,creative,If you don't have any chalk left for the classroomit's not the best option  but you could write with the,if you dont have any chalk left for the classroomits not the best option but you could write with the,brick,brick,0.8083899999999999
64,creative,Ineffective pillows,ineffective pillows,brick,brick,1.0296
64,creative,Find a stack of them and use them as a chair,find a stack of them and use them as a chair,brick,brick,0.80718
65,creative,instrument,instrument,brick,brick,0.90543
65,creative,decorate it,decorate it,brick,brick,1.06252
65,creative,weapon,weapon,brick,brick,0.9628099999999999
65,creative,block,block,brick,brick,0.6508700000000001
65,creative,step,step,brick,brick,0.91204
65,creative,weight,weight,brick,brick,0.92389
65,creative,draw on it,draw on it,brick,brick,0.81221
65,creative,use it as chalk,use it as chalk,brick,brick,1.1882
65,creative,companion,companion,brick,brick,0.9918
65,creative,have it as a pet,have it as a pet,brick,brick,0.81116
65,creative,use it as a step,use it as a step,brick,brick,0.81447
66,creative,building an igloo that withstands any weather,building an igloo that withstands any weather,brick,brick,0.8352999999999999
66,creative,lining them up to make a giant picture on a large surface area,lining them up to make a giant picture on a large surface area,brick,brick,0.80772
66,creative,make a sculpture solely out of,make a sculpture solely out of,brick,brick,1.19315
66,creative,painting them to make some sort of collage,painting them to make some sort of collage,brick,brick,0.80898
66,creative,building a BBQ stand,building a bbq stand,brick,brick,0.95875
66,creative,make outdoor furniture,make outdoor furniture,brick,brick,0.81581
66,creative,use them for paving a driveway,use them for paving a driveway,brick,brick,1.1912099999999999
66,creative,using tools to mold or shape them into figurines,using tools to mold or shape them into figurines,brick,brick,0.92094
66,creative,use them as stepping stones over a small river or stream,use them as stepping stones over a small river or stream,brick,brick,0.80821
67,creative,house,house,brick,brick,0.63317
67,creative,pyramid,pyramid,brick,brick,0.76619
67,creative,fireplace,fireplace,brick,brick,0.54184
67,creative,firepit,firepit,brick,brick,NA
67,creative,wall,wall,brick,brick,0.58773
67,creative,floor,floor,brick,brick,0.61626
67,creative,weights,weights,brick,brick,0.94115
67,creative,driveway,driveway,brick,brick,0.62956
67,creative,arm strength,arm strength,brick,brick,1.03218
67,creative,building towers,building towers,brick,brick,1.09693
67,creative,making pathways,making pathways,brick,brick,1.08041
67,creative,playing catch,playing catch,brick,brick,1.06911
67,creative,paper weight,paper weight,brick,brick,1.11712
67,creative,stacking,stacking,brick,brick,0.88447
68,creative,door stop,door stop,brick,brick,1.15782
68,creative,paper weight,paper weight,brick,brick,1.11712
68,creative,building block,building block,brick,brick,1.16064
68,creative,elevation of something,elevation of something,brick,brick,0.94981
68,creative,to break glass,to break glass,brick,brick,0.79492
68,creative,stepping stool,stepping stool,brick,brick,1.07283
68,creative,to pack soil,to pack soil,brick,brick,0.80054
68,creative,clank against something for use of a percussion instrument,clank against something for use of a percussion instrument,brick,brick,1.19025
68,creative,to draw straight lines with,to draw straight lines with,brick,brick,0.81389
69,creative,house,house,brick,brick,0.63317
69,creative,building,building,brick,brick,0.40225
69,creative,foundation,foundation,brick,brick,0.76532
69,creative,playhouse,playhouse,brick,brick,0.90928
69,creative,fort,fort,brick,brick,0.75927
69,creative,hiding place,hiding place,brick,brick,1.11431
69,creative,office building,office building,brick,brick,1.13958
69,creative,build,build,brick,brick,0.69889
69,creative,break things,break things,brick,brick,1.10944
69,creative,garden lac3,garden lac,brick,brick,0.9473
69,creative,doghouse,doghouse,brick,brick,0.91633
69,creative,foundation,foundation,brick,brick,0.76532
69,creative,window terrac3,window terrac,brick,brick,0.6446000000000001
69,creative,parking deck,parking deck,brick,brick,1.08669
69,creative,surrounding of a miniature pond,surrounding of a miniature pond,brick,brick,0.80614
69,creative,build a restaurant,build a restaurant,brick,brick,0.7896799999999999
69,creative,boardwalk,boardwalk,brick,brick,0.7849200000000001
70,creative,house,house,brick,brick,0.63317
70,creative,desk,desk,brick,brick,0.84251
70,creative,chair,chair,brick,brick,0.89471
70,creative,pole,pole,brick,brick,0.9314
70,creative,ceiling,ceiling,brick,brick,0.66641
70,creative,pool,pool,brick,brick,0.8228800000000001
70,creative,parking lot,parking lot,brick,brick,1.18412
70,creative,shed,shed,brick,brick,0.8062
70,creative,wall,wall,brick,brick,0.58773
70,creative,bed,bed,brick,brick,0.74484
70,creative,rock in a fish tank,rock in a fish tank,brick,brick,0.80203
71,creative,To stand on during pictures to make yourself taller,to stand on during pictures to make yourself taller,brick,brick,0.8074600000000001
71,creative,Paint for decoration,paint for decoration,brick,brick,0.83068
71,creative,Pet instead of pet rock,pet instead of pet rock,brick,brick,0.80523
71,creative,Plant flowers through the holes,plant flowers through the holes,brick,brick,0.80508
71,creative,Beer pong table for tiny animals,beer pong table for tiny animals,brick,brick,0.86161
71,creative,Crush and use dust to ward off evil spirits,crush and use dust to ward off evil spirits,brick,brick,0.8083
71,creative,Primitive hunting tool,primitive hunting tool,brick,brick,0.80437
71,creative,Burglary aid,burglary aid,brick,brick,1.06325
72,creative,weight training,weight training,brick,brick,1.1203400000000001
72,creative,paper weight,paper weight,brick,brick,1.11712
72,creative,booster seat,booster seat,brick,brick,1.03051
72,creative,carnival game,carnival game,brick,brick,1.02478
72,creative,action figure,action figure,brick,brick,1.11557
73,creative,as in the type used for constructing buildings,as in the type used for constructing buildings,brick,brick,1.19275
73,creative,as in what drugs like cocaine etc are measured or packaged in,as in what drugs like cocaine etc are measured or packaged in,brick,brick,1.14057
73,creative,as in when a basketball player shoots the ball and it hits a solid part of either the rim or the backboard,as in when a basketball player shoots the ball and it hits a solid part of either the rim or the backboard,brick,brick,1.17536
73,creative,a in many movies was often used to break into a car or a house,a in many movies was often used to break into a car or a house,brick,brick,0.80825
73,creative,can be used to prop up ramps for skateboarding,can be used to prop up ramps for skateboarding,brick,brick,1.0187599999999999
73,creative,can be used as a paper weight,can be used as a paper weight,brick,brick,0.83187
74,creative,paper weight,paper weight,brick,brick,1.11712
74,creative,construction of a doghouse,construction of a doghouse,brick,brick,0.82098
74,creative,decoration for a house,decoration for a house,brick,brick,1.18392
74,creative,stop a lawnmower from rolling down hill,stop a lawnmower from rolling down hill,brick,brick,0.82979
74,creative,as a step stool,as a step stool,brick,brick,1.18476
74,creative,anchor for a small boat,anchor for a small boat,brick,brick,0.8395
74,creative,weapon,weapon,brick,brick,0.9628099999999999
74,creative,gift,gift,brick,brick,0.93255
74,creative,as a toy for a child,as a toy for a child,brick,brick,1.19208
74,creative,vase for flowerscould put flowers in the holes,vase for flowerscould put flowers in the holes,brick,brick,1.17229
74,creative,as a pen/pencil holder Could put pens in the holes,as a penpencil holder could put pens in the holes,brick,brick,0.80838
74,creative,as a weight for exercise,as a weight for exercise,brick,brick,0.8138
75,creative,Drill holes in it and use it as a change dispenser,drill holes in it and use it as a change dispenser,brick,brick,1.1912
75,creative,Paint it as a tall rectangular house to use as a decoration,paint it as a tall rectangular house to use as a decoration,brick,brick,1.19245
75,creative,Saw it into different shapes and pieces,saw it into different shapes and pieces,brick,brick,0.83345
75,creative,Melt it and use the clay to sculpt things out of,melt it and use the clay to sculpt things out of,brick,brick,1.19306
75,creative,Use it as a door stop,use it as a door stop,brick,brick,1.19278
75,creative,Use it as a lifting weight in order to get stronger,use it as a lifting weight in order to get stronger,brick,brick,0.81607
75,creative,Make an instrument out of it by hollowing it out and tapping on it for a pitch,make an instrument out of it by hollowing it out and tapping on it for a pitch,brick,brick,1.1929400000000001
75,creative,Paint a face on it and give it a name Pet rather than pet rock,paint a face on it and give it a name pet rather than pet rock,brick,brick,0.80801
75,creative,Chisel it into something,chisel it into something,brick,brick,1.10953
75,creative,Paint it and use it to prop up your books on a mantel,paint it and use it to prop up your books on a mantel,brick,brick,0.82199
75,creative,Carve the word welcome into it and prop it outside your door as a welcome sing,carve the word welcome into it and prop it outside your door as a welcome sing,brick,brick,0.80786
76,creative,weapon,weapon,brick,brick,0.9628099999999999
76,creative,paper weight,paper weight,brick,brick,1.11712
76,creative,door stopper,door stopper,brick,brick,0.96106
76,creative,step ladder,step ladder,brick,brick,1.00397
76,creative,emergency brake for a car,emergency brake for a car,brick,brick,0.8088
77,creative,paint the,paint the,brick,brick,1.10631
77,creative,put in bag to protect your self,put in bag to protect your self,brick,brick,0.80791
77,creative,take a picture with the,take a picture with the,brick,brick,0.8072699999999999
77,creative,pretend it is a slice of cake,pretend it is a slice of cake,brick,brick,0.8042400000000001
77,creative,have a pet,have a pet,brick,brick,0.80327
77,creative,try to make the float on water,try to make the float on water,brick,brick,0.80842
77,creative,act like the is a real person,act like the is a real person,brick,brick,0.80919
77,creative,decorate with a,decorate with a,brick,brick,0.76021
77,creative,carry it around anywhere you go,carry it around anywhere you go,brick,brick,1.19228
77,creative,throw it and see if you can break it,throw it and see if you can break it,brick,brick,0.80673
78,creative,building a house,building a house,brick,brick,0.79695
78,creative,doorstop,doorstop,brick,brick,0.89534
78,creative,elevation of something,elevation of something,brick,brick,0.94981
78,creative,weight to hold something down,weight to hold something down,brick,brick,0.83483
78,creative,walkway,walkway,brick,brick,0.62879
78,creative,creating a boundary around something,creating a boundary around something,brick,brick,0.83145
78,creative,creating a blockade,creating a blockade,brick,brick,0.84017
78,creative,fireplace,fireplace,brick,brick,0.54184
78,creative,making a oven,making a oven,brick,brick,0.78879
78,creative,tire stopper,tire stopper,brick,brick,0.93203
78,creative,use as a level to make sure something is straight,use as a level to make sure something is straight,brick,brick,1.18993
78,creative,weapon for protection,weapon for protection,brick,brick,0.81256
79,creative,Drop it off a building,drop it off a building,brick,brick,0.81426
79,creative,Tie it to a balloon,tie it to a balloon,brick,brick,0.80262
79,creative,Paint it,paint it,brick,brick,1.10837
79,creative,Us it as a weapon,us it as a weapon,brick,brick,0.83329
79,creative,Use it a paper weight,use it a paper weight,brick,brick,0.85414
79,creative,use it as an exercise tool,use it as an exercise tool,brick,brick,1.18543
79,creative,decorate it for the holidays,decorate it for the holidays,brick,brick,0.8077799999999999
79,creative,smash it,smash it,brick,brick,1.11309
79,creative,smash ants,smash ants,brick,brick,1.01053
79,creative,crack it in half with a hammer,crack it in half with a hammer,brick,brick,0.8066800000000001
79,creative,use it to smash Oreos into a powder to put on top of a nice dessert,use it to smash oreos into a powder to put on top of a nice dessert,brick,brick,0.80835
79,creative,brake a window,brake a window,brick,brick,0.82085
79,creative,stand on it in order to reach something,stand on it in order to reach something,brick,brick,1.18986
80,creative,Paper weight,paper weight,brick,brick,1.11712
80,creative,Glass shatter,glass shatter,brick,brick,0.94879
80,creative,Murder weapon,murder weapon,brick,brick,1.14062
80,creative,Used to make a sculpture,used to make a sculpture,brick,brick,0.8062199999999999
80,creative,Put in someone's purse or bookbag to weigh them down,put in someones purse or bookbag to weigh them down,brick,brick,1.17549
80,creative,Flying projectile,flying projectile,brick,brick,1.00709
80,creative,Plate,plate,brick,brick,0.83501
80,creative,Throw in a fit of rage,throw in a fit of rage,brick,brick,1.19007
80,creative,Step stool,step stool,brick,brick,1.09588
80,creative,Chalkboard,chalkboard,brick,brick,0.9601
80,creative,Scratch someone or something  like concrete  with it,scratch someone or something like concrete with it,brick,brick,1.19175
80,creative,Lift it as a weight,lift it as a weight,brick,brick,0.82577
80,creative,Destroy malfunctioning technology with it,destroy malfunctioning technology with it,brick,brick,0.94504
80,creative,Pet,pet,brick,brick,1.00134
81,creative,Building a house,building a house,brick,brick,0.79695
81,creative,Building a mailbox,building a mailbox,brick,brick,0.82153
81,creative,Walkways,walkways,brick,brick,0.63176
81,creative,Walls,walls,brick,brick,0.37241
81,creative,Outdoor decorations,outdoor decorations,brick,brick,1.09349
81,creative,Buildings,buildings,brick,brick,0.42432000000000003
81,creative,Bases for monuments,bases for monuments,brick,brick,0.80731
81,creative,Art,art,brick,brick,0.83409
81,creative,Used as accents around other objects or structuresfor additional support or design,used as accents around other objects or structuresfor additional support or design,brick,brick,1.1833
81,creative,If not limited to using a whole  you could break or fashion pieces of to form specific shapes and textures This could be used in a number of ways  from making stepping stones or other garden/outdoor design  or for art,if not limited to using a whole you could break or fashion pieces of to form specific shapes and textures this could be used in a number of ways from making stepping stones or other gardenoutdoor design or for art,brick,brick,1.19167
81,creative,Could be used as bases for fitting another object or structure up higher than ground level,could be used as bases for fitting another object or structure up higher than ground level,brick,brick,1.19281
81,creative,Could rub to produce a powder of the color to use for art or other,could rub to produce a powder of the color to use for art or other,brick,brick,0.80819
81,creative,Could grind into whatever size or variation of sizes to use in a number of ways  like a different colored/textured type of gravel  or used for any kind of artto add detail and texture,could grind into whatever size or variation of sizes to use in a number of ways like a different coloredtextured type of gravel or used for any kind of artto add detail and texture,brick,brick,0.80833
82,creative,Weapon,weapon,brick,brick,0.9628099999999999
82,creative,hammer,hammer,brick,brick,0.8950400000000001
82,creative,building supply,building supply,brick,brick,1.10392
82,creative,paper weight,paper weight,brick,brick,1.11712
82,creative,stepping stone,stepping stone,brick,brick,1.0949200000000001
82,creative,weight lifting,weight lifting,brick,brick,1.09767
82,creative,wall,wall,brick,brick,0.58773
82,creative,ice scrapper,ice scrapper,brick,brick,0.84407
82,creative,digging tool,digging tool,brick,brick,1.13493
82,creative,bludgeon,bludgeon,brick,brick,1.06054
82,creative,anchor,anchor,brick,brick,0.86311
82,creative,table,table,brick,brick,0.85037
82,creative,to prevent a car from rolling,to prevent a car from rolling,brick,brick,1.19309
82,creative,sign,sign,brick,brick,0.90311
83,creative,Building material,building material,brick,brick,1.14383
83,creative,Weapon,weapon,brick,brick,0.9628099999999999
83,creative,Door stopper,door stopper,brick,brick,0.96106
83,creative,Weights exercise,weights exercise,brick,brick,1.12514
83,creative,Paperweight,paperweight,brick,brick,0.88425
83,creative,Very uncomfortable shoe sole,very uncomfortable shoe sole,brick,brick,1.06022
83,creative,stepping stoolvery large or stack of,stepping stoolvery large or stack of,brick,brick,0.8088299999999999
83,creative,furniture,furniture,brick,brick,0.59945
83,creative,Cool drinksso the drink is not watered down by melting ice  obviously requires a clean,cool drinksso the drink is not watered down by melting ice obviously requires a clean,brick,brick,1.19211
83,creative,Cooking surface,cooking surface,brick,brick,1.0984
83,creative,hammer,hammer,brick,brick,0.8950400000000001
83,creative,Anchor,anchor,brick,brick,0.86311
83,creative,Very heavy armor,very heavy armor,brick,brick,0.887
83,creative,Modern Art,modern art,brick,brick,1.07898
84,creative,stick person,stick person,brick,brick,1.10135
84,creative,to build a bridge to Terabithia,to build a bridge to terabithia,brick,brick,0.81114
84,creative,enclosure for a garden,enclosure for a garden,brick,brick,1.19343
84,creative,yellow road down Tate street,yellow road down tate street,brick,brick,1.10455
84,creative,sculpture,sculpture,brick,brick,0.70419
84,creative,light post,light post,brick,brick,1.07055
84,creative,frisbee,frisbee,brick,brick,1.05839
84,creative,as a canvas,as a canvas,brick,brick,0.77513
84,creative,as a toilet,as a toilet,brick,brick,0.80383
84,creative,rick as a tool to write with,rick as a tool to write with,brick,brick,0.81865
84,creative,used to create a texture on paper,used to create a texture on paper,brick,brick,1.10759
85,creative,paper weight,paper weight,brick,brick,1.11712
85,creative,boundary,boundary,brick,brick,0.86099
85,creative,road block,road block,brick,brick,1.13618
85,creative,chase away animals that eat your garden,chase away animals that eat your garden,brick,brick,0.80737
85,creative,put signs of,put signs of,brick,brick,0.81509
85,creative,arrows showing direction,arrows showing direction,brick,brick,0.86124
85,creative,study the,study the,brick,brick,1.1815
85,creative,carve it,carve it,brick,brick,1.1127
85,creative,make a dam out of it for small water,make a dam out of it for small water,brick,brick,0.8073
85,creative,use it to block water and divert it another way,use it to block water and divert it another way,brick,brick,1.19288
85,creative,craft it into a homemade present for someone,craft it into a homemade present for someone,brick,brick,1.1928
85,creative,use it to level something,use it to level something,brick,brick,0.84626
85,creative,kill bugs with it,kill bugs with it,brick,brick,1.1892
85,creative,paint and craft it for decoration,paint and craft it for decoration,brick,brick,1.16639
85,creative,use it as a prop for pranks,use it as a prop for pranks,brick,brick,1.1115
85,creative,sit on it,sit on it,brick,brick,0.80252
85,creative,use it as a step stool to reach something,use it as a step stool to reach something,brick,brick,0.80909
85,creative,table for something,table for something,brick,brick,0.8209500000000001
85,creative,lift something higher,lift something higher,brick,brick,0.85148
85,creative,use it to hold something or make something stay,use it to hold something or make something stay,brick,brick,0.80742
85,creative,throw it in a pool to splash someone,throw it in a pool to splash someone,brick,brick,1.19026
86,creative,A hat,a hat,brick,brick,1.07901
86,creative,A toy,a toy,brick,brick,1.13379
86,creative,A shoe,a shoe,brick,brick,0.96083
86,creative,A preparing table,a preparing table,brick,brick,0.80599
86,creative,A weapon,a weapon,brick,brick,1.17535
86,creative,A ice skate,a ice skate,brick,brick,0.8163400000000001
86,creative,A paper weight,a paper weight,brick,brick,0.86651
86,creative,Jewelry,jewelry,brick,brick,0.83909
86,creative,Use like chalk,use like chalk,brick,brick,0.85558
86,creative,Use to mash things up,use to mash things up,brick,brick,1.12023
86,creative,A tire stopper,a tire stopper,brick,brick,1.1417
86,creative,A door stop,a door stop,brick,brick,0.8023
86,creative,A table center piece,a table center piece,brick,brick,1.1862
86,creative,A pillow,a pillow,brick,brick,0.92902
86,creative,A bookend,a bookend,brick,brick,0.8301000000000001
86,creative,To hold up a painting,to hold up a painting,brick,brick,0.80676
86,creative,Hold little flowers in the holes,hold little flowers in the holes,brick,brick,1.1896
86,creative,A painting palette,a painting palette,brick,brick,0.87961
86,creative,A shelf,a shelf,brick,brick,1.08977
86,creative,A coaster,a coaster,brick,brick,1.03918
86,creative,A mini table,a mini table,brick,brick,0.79356
86,creative,To keep things out of the sand on the beach,to keep things out of the sand on the beach,brick,brick,1.19143
86,creative,To keep things from blowing out of the window in a car,to keep things from blowing out of the window in a car,brick,brick,1.19215
86,creative,A guestbook,a guestbook,brick,brick,1.00175
86,creative,A notepad,a notepad,brick,brick,1.01512
86,creative,A sketchbook,a sketchbook,brick,brick,0.86109
86,creative,An ashtray,an ashtray,brick,brick,1.01298
86,creative,Marker of starting/ending point,marker of startingending point,brick,brick,0.77817
86,creative,A signal of something to a roommate,a signal of something to a roommate,brick,brick,0.979
86,creative,A display platform,a display platform,brick,brick,0.81398
86,creative,A lazy Susan,a lazy susan,brick,brick,0.92489
86,creative,A massage stone,a massage stone,brick,brick,0.82774
87,creative,house,house,brick,brick,0.63317
87,creative,paper weight,paper weight,brick,brick,1.11712
87,creative,weapon,weapon,brick,brick,0.9628099999999999
87,creative,barrier,barrier,brick,brick,0.8544499999999999
87,creative,weight to lift,weight to lift,brick,brick,0.83237
87,creative,fireplace,fireplace,brick,brick,0.54184
87,creative,break a window,break a window,brick,brick,0.8009
87,creative,to make the yellow road,to make the yellow road,brick,brick,0.80351
87,creative,rhyming tickflicksickthick,rhyming tickflicksickthick,brick,brick,0.92882
88,creative,build a house,build a house,brick,brick,0.80052
